Chr	WinCenter	Pi_AME1	Dxy_A1U	Dxy_A1A2	Dxy_A1N	Fst_A1U	AME1_P	AME1_N1S	AME1_N2S	AME1_NS	AME1_US	AME1_UNS	AME1_UN1S	AME1_UN2S	Start	Stop	Class	Win	CommonTo3	CommonAME1
OphioH327chr_1	75000	0.00019331728099366245	0.031871445142088464	0.0002584805816674507	0.005610084790293314	0.9684219999999999	0.004068348250610253	0.0024410089503661514	0.0	0.4755899104963385	0.0	0.5179007323026851	0.0	0.0	50000	100000	NotIntrogressed	0	Undetermined	No-peak
OphioH327chr_1	125000	0.00024815083629605686	0.030938909937451117	0.0003301948337994788	0.007182130298076023	0.96977	0.0030316154179298397	0.004763967085318318	0.0	0.33650931139021223	0.0	0.6556951061065396	0.0	0.0	100000	150000	NotIntrogressed	1	Undetermined	No-peak
OphioH327chr_1	175000	0.0030206116325993512	0.034425126377131084	0.003560000066946292	0.011102406753283285	0.919826	0.008556981719175419	0.02917152858809802	0.002333722287047841	0.32399844418514195	0.0	0.6336056009334889	0.0	0.002333722287047841	150000	200000	NotIntrogressed	2	Undetermined	Undetermined
OphioH327chr_1	225000	0.007760784561535881	0.02568721384910379	0.010069746022941828	0.01716233067129369	0.800236	0.004689331770222743	0.01680343884329816	0.005080109417741304	0.3051973427119969	0.000390777647518562	0.6631496678389996	0.0023446658851113715	0.0023446658851113715	200000	250000	NotIntrogressed	3	Peak	Peak
OphioH327chr_1	275000	0.001969584322774318	0.03083847021034985	0.0021367445227315307	0.015362298396226904	0.9311290000000001	0.007892930679478381	0.010638297872340424	0.0017158544955387786	0.2796842827728209	0.0	0.682566918325326	0.00034317089910775565	0.017158544955387784	250000	300000	NotIntrogressed	4	Peak	Peak
OphioH327chr_1	325000	0.0005097028679293849	0.0359957514691203	0.0006253139812991754	0.011876015171318558	0.9634510000000001	0.004545454545454545	0.0037878787878787884	0.0	0.3246212121212121	0.0	0.6666666666666666	0.0	0.0003787878787878788	300000	350000	NotIntrogressed	5	Peak	Peak
OphioH327chr_1	375000	0.003631244660073138	0.03373154095125861	0.004082540208313476	0.015462956794411578	0.8851389999999999	0.006219312602291326	0.011783960720130934	0.024549918166939442	0.28837970540098196	0.0	0.6644844517184942	0.00032733224222585933	0.00425531914893617	350000	400000	NotIntrogressed	6	Peak	Peak
OphioH327chr_1	425000	0.006342428134556576	0.03644034808723004	0.007081175731221727	0.017778558302299796	0.8515030000000001	0.006343165239454488	0.00222010783380907	0.0034887408816999684	0.3104979384712972	0.0	0.6749127814779575	0.0003171582619727244	0.00222010783380907	400000	450000	NotIntrogressed	7	Peak	Peak
OphioH327chr_1	475000	0.005288932696103896	0.031137720059694424	0.006610427661667996	0.01472344005116764	0.80895	0.013902053712480251	0.003791469194312796	0.02559241706161137	0.24044233807266985	0.000315955766192733	0.7074249605055293	0.0	0.008530805687203791	450000	500000	NotIntrogressed	8	Peak	Peak
OphioH327chr_1	525000	0.0014954314846897243	0.028338907051881333	0.0017047069515700787	0.004099043313745264	0.927825	0.01197339246119734	0.0	0.010643015521064302	0.33170731707317075	0.0004434589800443459	0.6416851441241685	0.0	0.003547671840354767	500000	550000	NotIntrogressed	9	Undetermined	Undetermined
OphioH327chr_1	575000	0.0016696107053443961	0.03415394999725015	0.002198682859440283	0.0040306711898225175	0.923067	0.014042867701404288	0.00036954915003695486	0.004434589800443459	0.3385070214338507	0.0	0.6422764227642277	0.0	0.00036954915003695486	550000	600000	NotIntrogressed	10	Undetermined	Undetermined
OphioH327chr_1	625000	0.0008533724355602316	0.034193606903909005	0.0017244309112358707	0.002829103777413372	0.946159	0.0016413623307345096	0.0004103405826836274	0.0004103405826836274	0.3672548215018465	0.0	0.6302831350020517	0.0	0.0	600000	650000	NotIntrogressed	11	No-peak	No-peak
OphioH327chr_1	675000	0.0010143046342874946	0.032287381144821006	0.0018768061584419808	0.002816602178351727	0.931349	0.005892255892255892	0.0	0.0037878787878787884	0.35900673400673405	0.0008417508417508418	0.6304713804713805	0.0	0.0	650000	700000	NotIntrogressed	12	No-peak	No-peak
OphioH327chr_1	725000	0.0009447957568474703	0.0308377417644209	0.0016577662888588884	0.0032653076624034197	0.9260280000000001	0.008835958509412217	0.000768344218209758	0.003457548981943911	0.3457548981943911	0.000768344218209758	0.6396465616596235	0.0	0.000768344218209758	700000	750000	NotIntrogressed	13	No-peak	No-peak
OphioH327chr_1	775000	0.0008837608274759037	0.032025052274698686	0.001400619925543099	0.0030313232826500113	0.928737	0.0028632784538296352	0.0010737294201861134	0.0007158196134574088	0.3550465282748747	0.00035790980672870435	0.6392269148174661	0.0	0.0007158196134574088	750000	800000	NotIntrogressed	14	No-peak	No-peak
OphioH327chr_1	825000	0.0005648505716455593	0.031645790779022374	0.0008010724934924462	0.002068762252550574	0.9383870000000001	0.004325599685410932	0.0	0.003539127015336217	0.3480141565080613	0.00039323633503735744	0.6433346441211167	0.0	0.00039323633503735744	800000	850000	NotIntrogressed	15	No-peak	No-peak
OphioH327chr_1	875000	0.0008326108656868575	0.035488289051919086	0.0017324301281481627	0.002536612988594627	0.9335690000000001	0.0033003300330033004	0.0	0.0023102310231023107	0.4023102310231023	0.0	0.5917491749174918	0.0	0.00033003300330033004	850000	900000	NotIntrogressed	16	No-peak	No-peak
OphioH327chr_1	925000	0.0008884383184011028	0.03272728747396941	0.0020265659643867594	0.002887321353056969	0.931326	0.0024587284861257463	0.0	0.0031612223393045306	0.33684580259922725	0.0003512469265893924	0.6571829996487529	0.0	0.0	900000	950000	NotIntrogressed	17	No-peak	No-peak
OphioH327chr_1	975000	0.0005743817952755906	0.03155191881512335	0.0011385763165437624	0.002416020588518162	0.935213	0.0038535645472061657	0.0003853564547206166	0.0003853564547206166	0.3260115606936416	0.0	0.669364161849711	0.0	0.0	950000	1000000	NotIntrogressed	18	No-peak	No-peak
OphioH327chr_1	1025000	0.0016271308271065491	0.03649972503344	0.0026478279414754525	0.010848837258132887	0.925423	0.0047151277013752465	0.001964636542239685	0.006679764243614932	0.3064833005893909	0.0	0.6781925343811395	0.0	0.001964636542239685	1000000	1050000	NotIntrogressed	19	Undetermined	No-peak
OphioH327chr_1	1075000	0.0005781310456568001	0.031072802883874862	0.001035408940419448	0.0022445813150843213	0.936931	0.002031694433157253	0.0004063388866314506	0.002031694433157253	0.31491263713937423	0.0	0.6798049573344169	0.0	0.0008126777732629012	1050000	1100000	NotIntrogressed	20	No-peak	No-peak
OphioH327chr_1	1125000	0.0007547043695754415	0.03512319188064682	0.0013312962858225616	0.003197317860194402	0.9263899999999999	0.0031824611032531826	0.0003536067892503536	0.0010608203677510608	0.3688118811881188	0.0	0.6265912305516266	0.0	0.0	1100000	1150000	NotIntrogressed	21	No-peak	No-peak
OphioH327chr_1	1175000	0.0005090909889122578	0.027465167957753	0.0009528851819431539	0.0021868500991350094	0.926992	0.0023157082207641835	0.0007719027402547278	0.003087610961018912	0.3095329988421459	0.0	0.6842917792358163	0.0	0.0	1150000	1200000	NotIntrogressed	22	No-peak	No-peak
OphioH327chr_1	1225000	0.0009118573468604801	0.031286108848210994	0.0016424853167582468	0.002662996626823845	0.9302010000000001	0.006369426751592357	0.0	0.0003980891719745223	0.3670382165605096	0.0003980891719745223	0.6257961783439491	0.0	0.0	1200000	1250000	NotIntrogressed	23	No-peak	No-peak
OphioH327chr_1	1275000	0.00012835393504515968	0.033756217724044066	0.00022934622530290766	0.00115037428064578	0.9594239999999999	0.001964636542239685	0.0	0.0003929273084479371	0.3662082514734774	0.0	0.6314341846758349	0.0	0.0	1250000	1300000	NotIntrogressed	24	No-peak	No-peak
OphioH327chr_1	1325000	0.0003782380439287195	0.029847791967436456	0.0006766929550309184	0.0026955528508264244	0.9526399999999999	0.0040449438202247185	0.00044943820224719103	0.002696629213483146	0.3541573033707865	0.00044943820224719103	0.6382022471910113	0.0	0.0	1300000	1350000	NotIntrogressed	25	No-peak	No-peak
OphioH327chr_1	1375000	0.00047946872214569316	0.03163568316893468	0.0014992765020251598	0.0014965563204472395	0.950656	0.0009615384615384617	0.0009615384615384617	0.00048076923076923085	0.37067307692307694	0.00048076923076923085	0.6259615384615385	0.00048076923076923085	0.0	1350000	1400000	NotIntrogressed	26	No-peak	No-peak
OphioH327chr_1	1425000	0.00021356267392245377	0.03184594066519003	0.0006133168919532898	0.0011233238664950724	0.9575020000000001	0.0009013068949977466	0.0	0.0022532672374943673	0.3438485804416404	0.0	0.6525461919783686	0.0	0.0004506534474988733	1400000	1450000	NotIntrogressed	27	No-peak	No-peak
OphioH327chr_1	1475000	0.00015800805733521555	0.03591035855783272	0.0002446669583432416	0.003096179629655649	0.9613459999999999	0.0008382229673093043	0.0	0.0016764459346186086	0.3453478625314333	0.0	0.6521374685666387	0.0	0.0	1450000	1500000	NotIntrogressed	28	No-peak	No-peak
