OphioH327chr_1	0	5000	nan	nan
OphioH327chr_1	5000	10000	nan	nan
OphioH327chr_1	10000	15000	nan	nan
OphioH327chr_1	15000	20000	nan	nan
OphioH327chr_1	20000	25000	nan	nan
OphioH327chr_1	25000	30000	nan	nan
OphioH327chr_1	30000	35000	nan	nan
OphioH327chr_1	35000	40000	nan	nan
OphioH327chr_1	40000	45000	0.0035408304224626517	0.0038160395981452905
OphioH327chr_1	45000	50000	0.003315628403869402	0.0034872954800483657
OphioH327chr_1	50000	55000	0.0032106680577636436	0.003695202037625861
OphioH327chr_1	55000	60000	0.0032564658903544894	0.0035797948845836757
OphioH327chr_1	60000	65000	0.003021806740785253	0.0034420953445512804
OphioH327chr_1	65000	70000	0.003191522818107662	0.0035365492393964063
OphioH327chr_1	70000	75000	0.0029913574459567594	0.003476451118895118
OphioH327chr_1	75000	80000	0.003358143519999998	0.003808298257999996
OphioH327chr_1	80000	85000	0.0031985805762799044	0.003325699184461024
OphioH327chr_1	85000	90000	0.003261756329999994	0.0033752562259999957
OphioH327chr_1	90000	95000	0.0031178037897822406	0.0038265339405360124
OphioH327chr_1	95000	100000	0.0031860231346269186	0.003463595211042206
OphioH327chr_1	100000	105000	0.003287496088435373	0.0035874330192076807
OphioH327chr_1	105000	110000	0.003262864242788459	0.0034029404927884642
OphioH327chr_1	110000	115000	0.0032188969395946176	0.003609544105960259
OphioH327chr_1	115000	120000	0.003127255411211125	0.003586191452536822
OphioH327chr_1	120000	125000	0.0031549403193209366	0.0034096247392885943
OphioH327chr_1	125000	130000	0.0032085745115810636	0.0033809744330312113
OphioH327chr_1	130000	135000	0.0032166473199838124	0.0035127933070388307
OphioH327chr_1	135000	140000	0.0031784230249692924	0.003588197406876786
OphioH327chr_1	140000	145000	0.003195595357142851	0.003424325869387754
OphioH327chr_1	145000	150000	0.0030061482299999958	0.003107142049999991
OphioH327chr_1	150000	155000	0.0032382985941893116	0.00347213201030927
OphioH327chr_1	155000	160000	0.0031273016139174124	0.0033739363529658294
OphioH327chr_1	160000	165000	0.003273958867735463	0.0035956592264529074
OphioH327chr_1	165000	170000	0.0031191861105486886	0.0034917077627049944
OphioH327chr_1	170000	175000	0.0033985237785363704	0.0036237281992745857
OphioH327chr_1	175000	180000	0.0031802524984703216	0.0038410543014480935
OphioH327chr_1	180000	185000	0.0033912951014198776	0.0035859376916835663
OphioH327chr_1	185000	190000	0.0034184202237808937	0.003614924819639279
OphioH327chr_1	190000	195000	0.0032519416012014757	0.0036095736968576693
OphioH327chr_1	195000	200000	0.0032369662452987856	0.0034955759109903868
OphioH327chr_1	200000	205000	0.0031163715603690265	0.003300869165663861
OphioH327chr_1	205000	210000	0.0032002919887278505	0.003691058099838964
OphioH327chr_1	210000	215000	0.003226989252533779	0.003508319942989863
OphioH327chr_1	215000	220000	0.0031320821405049384	0.0034110756531284298
OphioH327chr_1	220000	225000	0.0031603491860932448	0.003325008924839223
OphioH327chr_1	225000	230000	0.0030938427427427365	0.0033049930010009988
OphioH327chr_1	230000	235000	0.003208333061723363	0.003458122972092077
OphioH327chr_1	235000	240000	0.0033253102599999983	0.0033750210879999977
OphioH327chr_1	240000	245000	0.0033939488166867173	0.0036685119655034087
OphioH327chr_1	245000	250000	0.003375609483476809	0.00361795855040266
OphioH327chr_1	250000	255000	0.0034427185635189177	0.003845665029221776
OphioH327chr_1	255000	260000	0.003356613341394596	0.0036235039480048367
OphioH327chr_1	260000	265000	0.0030157455074535386	0.0032986277986522296
OphioH327chr_1	265000	270000	0.0032024510640517342	0.003491417604840388
OphioH327chr_1	270000	275000	0.0031508174551738975	0.0035812749017066236
OphioH327chr_1	275000	280000	0.003112565452538623	0.0034507791631547225
OphioH327chr_1	280000	285000	0.003161711345496004	0.0033758664253135716
OphioH327chr_1	285000	290000	0.003146767993963311	0.003555690742976548
OphioH327chr_1	290000	295000	0.0032334265660462964	0.0036316866976849743
OphioH327chr_1	295000	300000	0.00309680993472052	0.0032949545940432444
OphioH327chr_1	300000	305000	0.003318525175370223	0.003973934712912436
OphioH327chr_1	305000	310000	0.0032596141989291562	0.003648035751647448
OphioH327chr_1	310000	315000	0.00325610974104794	0.0037411501739834097
OphioH327chr_1	315000	320000	0.0031821420587630923	0.0034205318902814836
OphioH327chr_1	320000	325000	0.0032542591517397547	0.0035911565390158505
OphioH327chr_1	325000	330000	0.003023047060630886	0.003416743924621053
OphioH327chr_1	330000	335000	0.0032422584630940315	0.003434557126390291
OphioH327chr_1	335000	340000	0.00332743575569358	0.0035839173892339513
OphioH327chr_1	340000	345000	0.003181672964763061	0.0033802856399351975
OphioH327chr_1	345000	350000	0.0033671558324205883	0.0036362526013143472
OphioH327chr_1	350000	355000	0.0031265872947537007	0.0033663040328394023
OphioH327chr_1	355000	360000	0.0033055883702049864	0.003545894534199305
OphioH327chr_1	360000	365000	0.0033448022774327075	0.0038291976149068293
OphioH327chr_1	365000	370000	0.003037194632594418	0.0034125269827586175
OphioH327chr_1	370000	375000	0.0030472469868554042	0.0034153996622851364
OphioH327chr_1	375000	380000	0.0032965236287351572	0.0034110991506344614
OphioH327chr_1	380000	385000	0.003394164386640971	0.003751628347248979
OphioH327chr_1	385000	390000	0.0030486304383960106	0.003328949923124867
OphioH327chr_1	390000	395000	0.0033564614031025637	0.0036567538712664947
